id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary
505,0.6,0.6,2,131,7,1,e,0,support,low
506,0.31,0.19,0,25,1,0,d,0,product_mng,low
507,0.81,0.84,2,179,8,1,d,0,product_mng,low
508,0.74,0.78,2,168,7,1,c,0,hr,low
509,0.89,0.83,2,190,9,1,d,0,technical,medium
510,0.66,0.69,1,155,7,1,c,0,technical,low
511,0.53,0.53,1,116,5,0,c,0,management,low
512,0.6,0.43,1,81,3,1,d,0,technical,low
513,0.86,0.8,2,183,8,1,c,0,management,medium
514,0.78,0.78,2,169,8,1,b,0,product_mng,low
515,0.17,0.07,0,20,1,0,c,0,management,high
516,0.17,0.02,0,4,0,0,c,0,hr,low
517,0.53,0.34,1,85,4,1,e,0,hr,high
518,0.76,0.78,2,160,7,1,e,0,marketing,high
519,0.9,0.88,2,192,9,0,d,0,support,low
520,0.33,0.15,0,22,2,0,b,0,technical,medium
521,0.52,0.49,1,125,6,1,c,0,marketing,low
522,0.58,0.38,1,67,3,1,c,0,management,low
523,0.88,0.89,2,203,9,1,c,1,hr,high
524,0.75,0.75,2,166,8,1,a,1,marketing,medium
525,0.76,0.71,2,163,7,0,b,1,sales,low
526,0.65,0.43,1,96,5,0,b,0,RandD,low
527,0.61,0.32,1,75,3,0,c,0,technical,low
528,0.45,0.19,0,45,3,0,c,0,support,medium
529,0.21,0.07,0,19,0,0,c,0,management,low
530,0.78,0.74,2,170,8,1,c,0,marketing,low
531,0.73,0.7,2,162,7,1,c,0,product_mng,low
532,0.92,0.92,2,194,9,1,d,0,marketing,medium
533,0.91,0.86,2,191,9,1,b,1,technical,medium
534,0.49,0.49,1,109,5,0,b,0,sales,high
535,0.7,0.66,1,154,7,1,d,0,management,medium
536,0.89,0.85,2,193,8,1,b,0,marketing,medium
537,0.8,0.78,2,170,8,1,c,0,management,low
538,0.37,0.25,1,56,2,1,b,0,product_mng,medium
539,0.57,0.38,1,82,4,1,b,0,management,high
540,0.23,0.08,0,17,1,0,b,1,RandD,medium
541,0.87,0.81,2,183,8,1,b,0,product_mng,low
542,0.52,0.54,1,127,6,1,c,0,management,medium
543,0.37,0.25,0,51,2,0,c,0,IT,medium
544,0.57,0.57,1,127,6,0,c,0,management,medium
545,0.54,0.53,1,115,6,1,c,0,technical,low
546,0.47,0.28,1,76,3,0,c,1,hr,low
547,0.25,0.11,0,29,1,0,c,0,marketing,high
548,0.59,0.62,1,139,6,1,e,1,technical,high
549,0.42,0.48,1,98,5,1,b,0,IT,high
550,0.69,0.73,1,156,7,1,b,1,technical,high
551,0.47,0.47,1,109,4,0,d,1,product_mng,low
552,0.77,0.73,2,165,8,0,c,0,marketing,medium
553,0.47,0.47,1,111,4,0,d,0,RandD,medium
554,0.47,0.52,1,108,5,1,c,1,hr,low
555,0.82,0.8,2,171,8,1,a,0,hr,low
556,0.58,0.36,1,89,3,1,c,0,marketing,low
557,0.32,0.14,0,34,1,0,c,1,marketing,low
558,0.21,0.04,0,5,0,0,c,0,support,low
559,0.69,0.72,2,145,7,1,c,0,sales,low
560,0.54,0.57,1,129,6,1,e,0,management,low
561,0.61,0.66,1,135,6,1,c,0,RandD,medium
562,0.4,0.16,1,35,2,0,d,0,marketing,low
563,0.27,0.14,0,26,1,1,d,0,accounting,medium
564,0.13,0.05,0,3,0,0,a,0,hr,high
565,0.53,0.3,1,62,3,0,c,0,support,medium
566,0.54,0.56,1,119,5,1,e,0,marketing,low
567,0.55,0.37,1,68,4,0,d,0,product_mng,low
568,0.63,0.35,1,96,4,0,c,0,management,medium
569,0.84,0.82,2,188,8,1,c,1,IT,low
570,0.49,0.28,1,75,3,0,c,0,product_mng,low
571,0.42,0.51,1,101,5,1,c,0,management,medium
572,0.7,0.73,1,151,7,1,b,0,support,medium
573,0.52,0.32,1,85,4,0,b,0,management,medium
574,0.57,0.52,1,133,6,0,c,0,hr,medium
575,0.78,0.78,2,165,8,1,c,0,hr,medium
576,0.9,0.84,2,189,8,1,c,0,management,medium
577,0.28,0.09,0,26,1,0,d,1,product_mng,medium
578,0.85,0.84,2,183,9,1,b,0,technical,low
579,0.59,0.43,1,96,4,0,b,0,technical,low
580,0.45,0.19,0,61,2,0,d,0,hr,low
581,0.66,0.44,1,87,4,1,d,1,management,medium
582,0.91,0.92,2,196,9,1,d,0,support,low
583,0.59,0.47,1,107,4,0,b,0,management,high
584,0.46,0.33,1,66,3,0,b,0,marketing,medium
585,0.55,0.54,1,133,6,0,c,0,hr,low
586,0.34,0.19,1,39,3,0,d,0,product_mng,high
587,0.27,0.04,0,25,1,0,b,0,technical,high
588,0.31,0.14,0,20,1,0,e,0,accounting,medium
589,0.28,0.16,0,36,2,1,b,0,management,medium
590,0.33,0.16,0,24,1,0,b,0,hr,low
591,0.26,0.16,0,27,1,0,b,0,product_mng,low
592,0.54,0.59,1,124,5,1,b,0,technical,medium
593,0.33,0.15,1,35,1,0,d,0,technical,medium
594,0.55,0.31,1,65,3,0,c,0,product_mng,low
595,0.82,0.77,2,189,8,1,b,0,management,low
596,0.64,0.38,1,90,4,1,b,0,marketing,medium
597,0.58,0.62,1,137,6,0,c,1,hr,medium
598,0.35,0.15,0,27,1,0,a,0,technical,medium
599,0.36,0.18,0,44,2,0,b,0,management,low
600,0.15,0.04,0,9,1,0,a,0,hr,low
601,0.31,0.13,0,44,2,0,a,0,product_mng,low
602,0.43,0.25,1,54,2,1,e,0,management,low
603,0.35,0.16,0,30,2,0,c,0,management,medium
604,0.23,0.07,0,15,0,0,d,0,sales,medium
605,0.28,0.14,0,29,1,0,d,0,hr,high
606,0.6,0.41,1,95,4,0,d,0,support,low
607,0.38,0.2,0,48,2,0,b,0,marketing,medium
608,0.47,0.36,1,63,4,0,c,0,hr,low
609,0.67,0.49,1,102,4,0,c,0,management,low
610,0.6,0.66,2,147,7,1,c,0,management,high
611,0.14,0.01,0,0,0,0,c,0,hr,low
612,0.72,0.67,2,152,7,1,b,0,product_mng,low
613,0.57,0.54,1,130,6,0,d,0,technical,low
614,0.22,0.05,0,12,1,0,a,0,marketing,high
615,0.78,0.82,2,177,8,1,d,0,IT,low
616,0.83,0.84,2,185,8,1,b,0,technical,low
617,0.2,0.01,0,22,1,0,c,0,product_mng,low
618,0.39,0.22,0,64,3,0,d,0,product_mng,low
619,0.73,0.69,2,166,8,1,b,0,management,medium
620,0.69,0.69,1,145,7,1,e,1,management,low
621,0.29,0.19,0,31,1,0,c,0,technical,medium
622,0.34,0.22,1,50,2,0,e,0,technical,low
623,0.53,0.38,1,76,4,0,b,0,sales,low
624,0.67,0.4,1,102,4,0,d,1,technical,low
625,0.56,0.54,1,123,6,0,b,0,management,low
626,0.55,0.31,1,66,3,1,c,0,product_mng,low
627,0.65,0.4,1,89,4,1,c,0,marketing,low
628,0.69,0.72,1,143,7,1,c,0,product_mng,low
629,0.14,0.04,0,14,1,0,c,0,hr,low
630,0.44,0.25,0,54,2,1,d,0,marketing,medium
631,0.66,0.64,1,134,6,1,d,0,marketing,low
632,0.84,0.76,2,182,8,1,c,0,management,low
633,0.44,0.42,1,109,5,1,c,0,hr,low
634,0.47,0.48,1,110,5,0,c,0,accounting,low
635,0.31,0.12,0,22,1,0,c,0,technical,low
636,0.63,0.38,1,86,4,0,b,0,marketing,medium
637,0.45,0.5,1,114,5,1,d,0,sales,high
638,0.34,0.25,0,46,2,1,d,0,product_mng,medium
639,0.39,0.23,1,61,3,0,c,0,support,low
640,0.5,0.37,1,82,4,0,d,0,technical,low
641,0.15,0.01,0,10,0,0,e,0,sales,low
642,0.51,0.31,1,74,3,0,e,0,management,low
643,0.35,0.22,0,47,2,0,c,0,product_mng,low
644,0.52,0.35,1,57,3,0,c,0,management,low
645,0.27,0.09,0,18,1,0,c,0,management,medium
646,0.81,0.79,2,169,8,1,c,0,management,low
647,0.49,0.5,1,112,6,1,c,0,hr,low
648,0.6,0.58,1,127,6,1,d,0,marketing,low
649,0.72,0.73,2,158,7,1,e,0,hr,low
650,0.65,0.49,1,91,4,0,a,0,marketing,medium
651,0.24,0.07,0,17,1,0,b,0,RandD,medium
652,0.45,0.45,1,116,5,1,b,0,management,medium
653,0.52,0.51,1,123,5,1,d,0,management,low
654,0.7,0.67,2,159,7,1,c,0,management,low
655,0.6,0.37,1,81,4,0,c,1,management,high
656,0.32,0.09,0,27,1,0,c,0,product_mng,medium
657,0.43,0.28,1,52,3,0,d,0,accounting,low
658,0.47,0.27,1,72,3,0,c,0,product_mng,low
659,0.59,0.59,1,131,5,1,d,0,technical,low
660,0.48,0.54,1,105,6,0,a,0,sales,low
661,0.47,0.3,1,67,3,0,d,0,support,medium
662,0.91,0.9,2,202,9,1,b,0,RandD,low
663,0.54,0.57,1,127,6,0,d,0,product_mng,low
664,0.37,0.23,1,49,2,0,d,0,hr,medium
665,0.22,0.08,0,15,1,0,b,0,technical,medium
666,0.28,0.12,0,28,1,0,b,0,marketing,medium
667,0.42,0.26,1,42,2,1,b,0,technical,medium
668,0.32,0.17,0,41,1,0,b,0,marketing,low
669,0.3,0.15,0,45,2,0,d,0,management,medium
670,0.47,0.22,1,49,3,0,e,0,marketing,low
671,0.31,0.11,0,27,2,0,d,0,product_mng,medium
672,0.84,0.77,2,182,8,1,b,0,hr,medium
673,0.26,0.08,0,11,1,0,c,0,technical,medium
674,0.44,0.42,1,113,4,1,d,1,technical,medium
675,0.58,0.35,1,87,4,0,e,0,sales,low
676,0.91,0.91,2,191,9,1,a,0,management,low
677,0.28,0.08,0,12,1,0,c,0,technical,low
678,0.53,0.39,1,86,4,0,c,0,hr,low
679,0.89,0.9,2,192,9,1,c,0,marketing,low
680,0.81,0.76,2,177,7,1,c,0,accounting,medium
681,0.74,0.76,2,160,7,1,c,0,product_mng,low
682,0.41,0.26,1,45,2,0,c,0,marketing,low
683,0.29,0.14,0,38,2,0,b,0,technical,low
684,0.59,0.57,1,133,7,0,c,0,support,high
685,0.88,0.84,2,181,9,1,d,0,sales,low
686,0.48,0.55,1,105,5,1,b,1,hr,low
687,0.47,0.53,1,116,5,0,d,1,technical,low
688,0.47,0.22,1,61,2,0,b,0,marketing,medium
689,0.67,0.71,2,150,7,1,c,1,accounting,medium
690,0.33,0.16,1,43,1,0,e,0,technical,medium
691,0.5,0.3,1,58,3,0,d,0,IT,low
692,0.54,0.41,1,83,4,0,d,0,sales,low
693,0.46,0.46,1,107,5,0,c,0,product_mng,high
694,0.36,0.25,0,51,2,0,c,0,hr,low
695,0.25,0.12,0,17,1,0,d,0,technical,high
696,0.55,0.56,1,114,6,0,c,0,management,high
697,0.44,0.23,1,49,2,0,d,0,product_mng,low
698,0.52,0.56,1,123,5,0,c,0,product_mng,low
699,0.27,0.18,0,22,2,0,d,0,hr,low
700,0.67,0.4,1,88,4,1,d,0,management,medium
701,0.45,0.48,1,101,5,1,d,0,accounting,medium
702,0.22,0.02,0,9,0,0,c,0,accounting,low
703,0.48,0.33,1,74,3,1,c,0,accounting,medium
704,0.25,0.14,0,21,1,1,d,0,technical,low
705,0.23,0.02,0,13,0,0,b,0,technical,low
706,0.92,0.93,2,190,9,1,b,0,IT,low
707,0.5,0.26,1,63,3,0,b,0,management,medium
708,0.76,0.76,2,156,8,1,a,0,hr,medium
709,0.39,0.22,1,44,3,0,c,1,management,low
710,0.62,0.59,1,133,6,0,e,0,RandD,low
711,0.68,0.65,1,157,7,1,b,0,marketing,low
712,0.53,0.51,1,125,5,1,d,0,management,high
713,0.61,0.44,1,92,4,1,c,0,marketing,medium
714,0.54,0.37,1,74,4,0,c,0,management,low
715,0.53,0.28,1,66,3,0,d,0,IT,low
716,0.85,0.8,2,186,9,1,d,0,technical,medium
717,0.74,0.7,2,173,8,1,b,0,marketing,low
718,0.88,0.9,2,203,8,1,b,0,sales,medium
719,0.29,0.13,0,27,1,0,e,0,IT,low
720,0.63,0.61,1,143,6,1,b,0,product_mng,low
721,0.86,0.85,2,192,8,1,b,0,product_mng,low
722,0.34,0.12,0,33,2,0,c,0,product_mng,low
723,0.25,0.1,0,17,1,0,d,0,support,low
724,0.69,0.71,1,143,6,1,c,0,RandD,low
725,0.52,0.53,1,109,5,0,c,0,product_mng,low
726,0.78,0.8,1,160,8,1,d,0,product_mng,medium
727,0.26,0.16,0,26,2,0,d,0,hr,high
728,0.74,0.75,2,162,7,0,b,1,support,medium
729,0.36,0.19,1,46,2,0,a,0,marketing,medium
730,0.28,0.12,0,38,2,1,b,0,product_mng,low
731,0.36,0.12,0,42,2,0,b,0,management,low
732,0.75,0.71,1,154,7,1,a,0,marketing,medium
733,0.61,0.62,1,134,6,0,d,0,marketing,low
734,0.44,0.44,1,104,4,1,d,0,accounting,low
735,0.48,0.3,1,78,3,0,d,0,management,low
736,0.8,0.79,2,171,8,1,b,0,sales,medium
737,0.58,0.32,1,69,4,1,c,0,hr,high
738,0.75,0.75,2,160,7,1,c,0,product_mng,medium
739,0.57,0.44,1,98,4,1,d,0,hr,high
740,0.55,0.37,1,84,4,0,e,0,technical,low
741,0.64,0.43,1,90,4,1,d,0,hr,low
742,0.43,0.28,0,68,2,0,c,0,hr,low
743,0.66,0.67,1,141,7,0,c,0,marketing,medium
744,0.68,0.42,1,96,4,0,d,0,marketing,low
745,0.38,0.25,1,51,2,0,b,0,technical,medium
746,0.83,0.78,2,174,8,1,b,0,technical,medium
747,0.49,0.3,1,70,4,1,c,0,management,medium
748,0.49,0.51,1,115,4,1,d,0,marketing,medium
749,0.82,0.79,2,184,8,1,b,0,management,medium
750,0.54,0.55,1,134,6,1,c,0,sales,medium
751,0.27,0.06,0,17,1,0,c,0,marketing,high
752,0.89,0.81,2,185,9,1,c,0,management,low
753,0.58,0.53,1,122,5,0,c,0,marketing,low
754,0.52,0.25,1,74,3,0,d,0,management,medium
755,0.31,0.14,0,23,1,0,c,0,marketing,low
756,0.72,0.74,2,155,7,1,e,0,management,low
757,0.53,0.55,1,117,6,0,b,0,management,medium
758,0.47,0.51,1,112,5,0,c,0,product_mng,medium
759,0.82,0.77,2,173,8,1,c,0,technical,low
760,0.72,0.69,2,149,7,1,b,1,sales,medium
761,0.25,0.1,0,29,1,0,b,0,IT,low
762,0.51,0.29,1,60,3,1,c,0,marketing,medium
763,0.39,0.22,0,44,2,0,d,0,hr,medium
764,0.64,0.68,1,141,6,1,b,0,management,medium
765,0.19,0.05,0,14,1,0,b,0,management,medium
766,0.47,0.52,1,105,5,1,d,0,hr,low
767,0.71,0.7,1,144,7,0,c,0,management,low
768,0.78,0.84,2,171,8,1,b,0,marketing,low
769,0.48,0.29,1,77,3,0,e,0,technical,medium
770,0.76,0.72,2,156,8,1,b,0,product_mng,medium
771,0.28,0.12,0,28,1,1,b,0,product_mng,low
772,0.76,0.78,2,178,7,1,c,1,accounting,medium
773,0.29,0.08,0,24,1,0,a,0,sales,high
774,0.55,0.35,1,76,4,0,a,0,management,low
775,0.71,0.72,1,164,7,0,c,1,management,low
776,0.32,0.13,0,34,2,0,d,0,RandD,medium
777,0.39,0.17,1,52,3,0,c,0,hr,low
778,0.65,0.69,1,151,7,1,c,0,RandD,low
779,0.63,0.67,2,139,6,1,e,1,product_mng,high
780,0.56,0.57,1,132,6,1,b,0,product_mng,low
781,0.6,0.64,1,131,6,1,c,0,technical,low
782,0.46,0.53,1,108,5,0,b,0,RandD,low
783,0.43,0.19,1,52,2,0,c,0,IT,medium
784,0.54,0.29,1,63,3,0,c,1,management,low
785,0.33,0.17,0,28,1,0,c,0,management,low
786,0.82,0.85,2,176,8,1,c,0,RandD,low
787,0.5,0.48,1,114,5,0,e,0,hr,medium
788,0.57,0.41,1,88,4,0,a,0,IT,low
789,0.61,0.41,1,93,4,0,d,0,IT,low
790,0.86,0.84,2,195,9,1,b,1,management,medium
791,0.33,0.11,0,23,2,0,c,0,support,low
792,0.54,0.5,1,110,6,0,b,0,product_mng,low
793,0.45,0.49,1,97,5,1,e,1,product_mng,low
794,0.55,0.59,1,118,6,1,d,0,IT,low
795,0.15,0.01,0,5,0,0,c,0,sales,medium
796,0.8,0.83,2,182,8,1,e,1,technical,low
797,0.84,0.87,2,185,8,1,d,0,product_mng,low
798,0.5,0.51,1,114,5,0,e,0,hr,low
799,0.62,0.65,1,130,6,1,d,1,support,medium
800,0.83,0.82,2,175,9,1,b,0,marketing,high
801,0.64,0.64,1,134,6,1,c,0,management,medium
802,0.32,0.09,0,34,1,0,e,0,management,medium
803,0.49,0.54,1,116,5,1,b,0,RandD,medium
804,0.52,0.5,1,116,6,1,d,0,RandD,medium
805,0.53,0.41,1,86,3,1,b,0,sales,low
806,0.68,0.7,2,149,7,1,c,0,accounting,low
807,0.88,0.81,2,178,9,1,b,0,management,low
808,0.87,0.82,2,189,8,1,c,1,management,medium
809,0.55,0.4,1,95,4,1,d,0,marketing,low
810,0.27,0.11,0,18,1,0,a,0,hr,low
811,0.93,0.86,2,200,9,1,c,0,hr,high
812,0.77,0.77,2,162,8,0,c,0,management,low
813,0.27,0.09,0,29,2,0,e,0,marketing,low
814,0.84,0.78,2,192,8,1,b,0,sales,medium
815,0.81,0.73,2,173,7,1,b,0,technical,medium
816,0.43,0.43,1,99,5,0,b,0,marketing,low
817,0.51,0.56,1,116,5,1,b,0,IT,low
818,0.57,0.41,1,75,3,0,c,0,marketing,low
819,0.18,0.04,0,0,1,0,e,0,sales,low
820,0.47,0.31,1,71,3,1,c,0,technical,medium
821,0.72,0.68,2,151,7,1,b,0,technical,low
822,0.19,0.01,0,-6,0,0,d,0,sales,medium
823,0.5,0.26,1,70,3,1,b,0,hr,high
824,0.57,0.37,1,83,3,1,a,0,hr,medium
825,0.47,0.53,1,99,5,1,c,0,management,low
826,0.87,0.8,2,187,8,1,b,0,marketing,low
827,0.54,0.34,1,79,3,0,c,0,management,low
828,0.47,0.27,1,61,3,1,b,0,hr,low
829,0.67,0.65,2,146,6,1,e,0,hr,medium
830,0.57,0.37,1,95,5,0,c,0,management,low
831,0.4,0.18,0,47,2,0,c,0,marketing,medium
832,0.55,0.37,1,85,4,1,b,0,IT,low
833,0.31,0.11,0,21,1,1,b,0,management,medium
834,0.28,0.15,0,42,2,0,c,0,support,medium
835,0.69,0.43,1,109,5,1,d,0,marketing,medium
836,0.53,0.39,1,89,4,0,c,0,sales,low
837,0.82,0.86,2,191,8,1,d,0,product_mng,low
838,0.49,0.31,1,74,3,0,a,0,sales,low
839,0.5,0.49,1,125,5,0,b,0,support,high
840,0.55,0.54,1,130,6,0,b,0,management,low
841,0.2,0.04,0,10,0,0,c,0,hr,low
842,0.59,0.6,1,125,6,0,d,1,accounting,high
843,0.33,0.16,1,42,1,1,c,0,management,low
844,0.89,0.83,2,186,9,1,c,0,marketing,low
845,0.32,0.13,0,21,1,0,d,0,hr,low
846,0.54,0.35,1,82,3,1,c,0,management,low
847,0.25,0.13,0,14,0,0,c,0,technical,low
848,0.91,0.94,2,191,9,1,b,0,product_mng,low
849,0.61,0.41,1,110,5,1,c,0,management,medium
850,0.53,0.54,1,123,6,0,d,0,product_mng,low
851,0.17,0.04,0,22,1,0,d,0,hr,high
852,0.7,0.67,2,160,7,1,d,0,hr,medium
853,0.31,0.23,0,40,2,0,a,0,marketing,medium
854,0.81,0.81,2,175,8,1,b,0,management,low
855,0.41,0.17,0,36,1,0,d,0,management,low
856,0.35,0.14,0,38,2,1,e,0,management,low
857,0.17,0.07,0,10,0,0,d,0,hr,medium
858,0.65,0.44,1,93,4,0,b,0,product_mng,low
859,0.48,0.5,1,110,5,1,b,0,sales,low
860,0.18,0.03,0,7,1,0,d,0,management,low
861,0.69,0.69,1,155,7,0,b,1,technical,low
862,0.56,0.45,1,82,4,1,b,0,technical,low
863,0.42,0.47,1,111,4,1,c,0,management,low
864,0.58,0.39,1,79,4,0,b,0,technical,low
865,0.57,0.36,1,78,4,1,b,0,management,low
866,0.46,0.53,1,104,5,0,b,1,RandD,medium
867,0.32,0.13,0,37,2,0,e,0,hr,low
868,0.38,0.13,1,32,2,0,b,0,marketing,low
869,0.8,0.78,2,164,8,1,e,0,support,medium
870,0.9,0.87,2,191,9,0,c,0,management,low
871,0.53,0.35,1,82,3,1,d,0,product_mng,low
872,0.38,0.28,1,62,3,0,e,0,marketing,low
873,0.56,0.56,1,123,5,1,c,0,technical,low
874,0.59,0.33,1,86,3,0,d,0,management,low
875,0.21,0.07,0,-3,0,0,b,0,support,low
876,0.32,0.14,0,25,1,0,c,0,management,low
877,0.65,0.66,2,144,7,1,c,0,management,medium
878,0.61,0.61,1,127,6,0,d,1,hr,low
879,0.2,0.03,0,12,0,1,c,0,RandD,medium
880,0.39,0.17,0,53,2,0,a,0,technical,high
881,0.37,0.23,1,36,2,0,c,0,support,low
882,0.59,0.63,1,129,6,0,d,0,support,low
883,0.15,0.02,0,3,1,0,b,0,sales,low
884,0.24,0.09,0,21,0,0,c,0,management,medium
885,0.72,0.68,2,168,7,1,c,0,sales,low
886,0.36,0.12,0,44,1,0,b,0,marketing,medium
887,0.6,0.57,1,133,6,1,c,0,marketing,low
888,0.39,0.2,0,43,2,1,d,0,technical,low
889,0.21,0.14,0,26,1,0,d,0,support,low
890,0.43,0.24,1,42,2,0,c,0,marketing,low
891,0.64,0.66,2,153,7,1,d,0,management,medium
892,0.79,0.78,2,162,8,1,c,0,RandD,medium
893,0.78,0.71,2,167,8,1,a,0,technical,high
894,0.55,0.41,1,72,3,1,d,0,RandD,low
895,0.59,0.59,1,132,6,1,e,0,marketing,low
896,0.34,0.14,0,43,2,1,b,0,marketing,high
897,0.42,0.26,1,62,3,1,e,0,IT,low
898,0.8,0.85,2,186,8,1,e,0,hr,low
899,0.13,0.05,0,4,0,0,b,0,technical,medium
900,0.29,0.03,0,13,1,0,e,0,management,low
901,0.31,0.23,1,50,2,0,d,0,management,medium
902,0.18,0,0,12,1,0,c,0,management,medium
903,0.31,0.12,0,29,1,0,c,0,product_mng,low
904,0.52,0.56,1,123,5,0,c,0,sales,medium
905,0.56,0.41,1,93,4,1,d,0,marketing,low
906,0.81,0.81,2,181,8,1,a,0,accounting,medium
907,0.75,0.75,2,160,8,0,c,1,marketing,low
908,0.46,0.34,1,70,3,0,d,0,marketing,low
909,0.42,0.26,1,49,2,0,a,0,accounting,low
910,0.57,0.38,1,80,4,0,d,0,marketing,low
911,0.49,0.54,1,119,5,1,e,0,accounting,high
912,0.45,0.29,0,63,2,0,c,0,product_mng,low
913,0.56,0.61,1,126,6,1,b,0,marketing,high
914,0.53,0.33,1,76,4,0,e,0,hr,low
915,0.5,0.53,1,115,5,1,d,0,product_mng,medium
916,0.62,0.4,1,84,4,0,a,0,hr,low
917,0.41,0.25,1,53,2,0,c,0,support,low
918,0.85,0.87,2,188,9,1,b,0,marketing,low
919,0.69,0.64,2,142,7,1,b,0,RandD,low
920,0.24,0.13,0,37,1,0,b,0,sales,low
921,0.79,0.82,2,175,8,1,c,0,accounting,low
922,0.6,0.41,1,103,4,0,d,0,marketing,medium
923,0.81,0.79,2,173,8,1,a,0,product_mng,medium
924,0.72,0.76,2,165,7,0,d,0,technical,low
925,0.53,0.38,1,87,4,0,e,0,marketing,high
926,0.21,0,0,2,0,0,c,0,product_mng,low
927,0.41,0.24,0,63,2,0,d,0,hr,low
928,0.47,0.49,1,108,5,0,e,0,management,high
929,0.55,0.58,1,129,6,0,d,0,marketing,low
930,0.45,0.26,0,42,2,0,d,0,technical,low
931,0.34,0.12,0,24,1,0,a,0,management,low
932,0.74,0.78,2,174,7,1,c,0,marketing,medium
933,0.89,0.89,2,201,8,1,c,0,product_mng,medium
934,0.45,0.46,1,107,5,0,c,0,product_mng,low
935,0.32,0.17,0,42,2,0,c,0,marketing,medium
936,0.43,0.26,1,54,3,0,e,1,management,low
937,0.22,0.02,0,5,0,0,d,0,hr,low
938,0.86,0.77,2,180,8,1,b,1,management,medium
939,0.27,0.07,0,26,2,0,c,0,hr,low
940,0.52,0.5,1,112,5,0,e,0,management,low
941,0.43,0.22,0,52,3,0,c,0,management,medium
942,0.47,0.51,1,119,5,1,d,0,RandD,low
943,0.55,0.54,1,122,5,1,c,0,support,medium
944,0.76,0.77,2,158,8,1,c,0,marketing,medium
945,0.39,0.17,0,33,2,0,c,0,marketing,medium
946,0.18,-0.01,0,-2,0,0,a,0,hr,medium
947,0.28,0.13,0,26,1,0,e,0,product_mng,low
948,0.82,0.78,2,172,8,1,c,0,management,medium
949,0.8,0.82,2,175,8,0,c,0,management,medium
950,0.5,0.5,1,122,5,1,d,0,product_mng,low
951,0.54,0.53,1,125,5,1,c,1,product_mng,low
952,0.59,0.64,2,144,6,0,c,0,support,medium
953,0.32,0.17,0,38,1,0,d,0,RandD,medium
954,0.86,0.8,2,174,8,1,d,0,marketing,low
955,0.54,0.37,1,76,4,1,e,0,management,high
956,0.54,0.36,1,82,3,0,c,0,management,low
957,0.43,0.52,1,107,4,1,d,0,marketing,low
958,0.2,0.08,0,3,0,0,c,0,sales,low
959,0.32,0.14,0,29,2,0,b,0,management,low
960,0.66,0.72,2,153,7,1,b,0,sales,low
961,0.19,0.02,0,17,1,0,c,0,product_mng,low
962,0.54,0.49,1,122,5,1,b,0,marketing,low
963,0.45,0.26,0,44,2,0,e,0,sales,low
964,0.59,0.32,1,81,4,0,d,0,RandD,low
965,0.47,0.22,1,63,2,0,b,0,technical,high
966,0.54,0.3,1,80,3,0,b,0,IT,low
967,0.67,0.64,1,149,7,1,d,0,support,medium
968,0.44,0.29,1,62,3,0,d,0,technical,high
969,0.5,0.53,1,117,5,1,d,0,product_mng,high
970,0.59,0.41,1,96,4,0,c,0,product_mng,medium
971,0.61,0.59,1,127,6,1,b,0,hr,low
972,0.88,0.89,2,196,9,1,d,0,technical,medium
973,0.63,0.69,2,147,7,1,d,1,management,low
974,0.4,0.17,0,44,2,0,d,0,management,low
975,0.15,0.08,0,16,0,0,b,0,management,high
976,0.45,0.25,0,62,3,0,d,0,support,low
977,0.53,0.5,1,122,5,0,e,0,management,medium
978,0.23,0,0,1,0,0,b,0,management,low
979,0.64,0.42,1,98,4,0,d,0,hr,low
980,0.55,0.56,1,129,5,0,b,0,hr,low
981,0.53,0.27,1,62,3,0,c,0,sales,low
982,0.71,0.69,1,164,7,0,c,0,management,medium
983,0.22,0.06,0,14,1,0,d,0,RandD,low
984,0.28,0.11,0,17,1,0,a,0,hr,low
985,0.65,0.64,1,146,7,1,e,0,marketing,low
986,0.64,0.49,1,95,5,1,d,1,hr,low
987,0.6,0.67,1,147,7,1,c,0,sales,high
988,0.6,0.34,1,88,3,0,c,0,product_mng,low
989,0.39,0.22,1,45,3,1,c,1,management,low
990,0.76,0.69,2,162,7,1,d,0,RandD,low
991,0.72,0.76,2,164,7,1,a,0,IT,low
992,0.6,0.62,1,134,6,1,c,0,hr,low
993,0.42,0.2,1,62,2,0,b,0,management,low
994,0.51,0.49,1,111,6,1,b,1,technical,medium
995,0.54,0.31,1,67,3,1,d,0,marketing,low
996,0.28,0.13,0,11,1,0,b,0,marketing,medium
997,0.84,0.85,2,176,9,1,a,1,marketing,low
998,0.24,0.16,0,24,1,0,b,0,hr,high
999,0.89,0.84,2,200,8,1,b,0,support,low
1000,0.64,0.36,1,82,4,1,d,1,hr,low
1001,0.37,0.22,0,32,2,0,c,0,management,low
1002,0.46,0.44,1,103,5,1,d,0,hr,high
1003,0.8,0.83,2,176,8,1,c,1,RandD,low
1004,0.66,0.64,2,151,7,1,b,0,product_mng,low
1005,0.76,0.68,2,167,8,1,d,0,sales,medium
1006,0.57,0.61,1,122,6,1,b,0,sales,low
1007,0.62,0.67,1,141,6,1,c,0,technical,low
1008,0.77,0.81,2,173,7,1,b,0,accounting,low
1009,0.4,0.19,0,50,2,0,b,0,management,low
